"Organism","Element ID","Element Description","Promoter","Transgenesis","Stage","Expression","Tissues","Genome Assembly","Element Coordinates"
"Mouse","mm1670.0","reference","Hsp68","random","e12.5","negative","","mm10","chr14:120291929-120293510"
"Mouse","mm1671.0","reference","Hsp68","random","e12.5","negative","","mm10","chr6:34716215-34718175"
"Mouse","mm1672.0","reference","Hsp68","random","e12.5","positive","Forebrain, Heart","mm10","chr16:90449316-90451082"
"Mouse","mm1673.0","reference","Hsp68","random","e12.5","positive","Somite","mm10","chr2:157473505-157477397"
"Mouse","mm1674.0","reference","Hsp68","random","e12.5","positive","Nose, Limb, Forebrain, Midbrain, Hindbrain, Eye","mm10","chr8:120423908-120427305"
"Mouse","mm1675.0","reference","Hsp68","random","e12.5","positive","Hindbrain, Neural tube","mm10","chr11:96901713-96904671"
"Mouse","mm1676.0","reference","Hsp68","random","e12.5","negative","","mm10","chr12:86800344-86803636"
"Mouse","mm1677.0","reference","Hsp68","random","e12.5","positive","Limb, Forebrain, Midbrain, Hindbrain, Neural tube, Cranial nerve","mm10","chr1:172015769-172018782"
"Mouse","mm1678.0","reference","Hsp68","random","e12.5","positive","Limb, Forebrain","mm10","chr14:25585162-25588456"
"Mouse","mm1679.0","reference","Hsp68","random","e12.5","positive","Forebrain","mm10","chr15:73020419-73023319"
"Mouse","mm168.0","reference","Hsp68","random","e11.5","negative","","mm10","chr6:120174237-120175208"
"Mouse","mm1680.0","reference","Hsp68","random","e12.5","negative","","mm10","chr1:86502358-86505354"
"Mouse","mm1681.0","reference","Hsp68","random","e11.5","negative","","mm10","chr13:15344489-15348033"
"Mouse","mm1682.0","reference","Hsp68","random","e12.5","negative","","mm10","chr9:64066087-64068760"
"Mouse","mm1683.0","reference","Hsp68","random","e12.5","positive","Heart","mm10","chr7:139466376-139469610"
"Mouse","mm1684.0","reference","Hsp68","random","e12.5","positive","Forebrain, Midbrain, Hindbrain, Neural tube, Trigeminal V (ganglion, cranial), Eye","mm10","chr4:128714414-128717015"
"Mouse","mm1685.0","reference","Hsp68","random","e12.5","negative","","mm10","chr1:74007485-74009995"
"Mouse","mm1686.0","reference","Hsp68","random","e12.5","positive","Midbrain","mm10","chr8:111716205-111718382"
"Mouse","mm1687.0","reference","Hsp68","random","e10.5","positive","Limb","mm10","chr8:56831311-56833826"
"Mouse","mm1687.0","reference","Hsp68","random","e11.5","positive","Limb","mm10","chr8:56831311-56833826"
"Mouse","mm1688.0","reference","Hsp68","random","e10.5","positive","Limb","mm10","chr8:56914551-56916754"
"Mouse","mm1688.0","reference","Hsp68","random","e11.5","positive","Limb, Dorsal root ganglion","mm10","chr8:56914551-56916754"
"Mouse","mm1689.0","reference","Hsp68","random","e10.5","positive","Limb","mm10","chr8:56983040-56984959"
"Mouse","mm1689.0","reference","Hsp68","random","e11.5","positive","Limb","mm10","chr8:56983040-56984959"
"Mouse","mm1689.0","reference","Shh","targeted (H11)","e11.5","positive","Limb","mm10","chr8:56983040-56984959"
"Mouse","mm1689.1","PBX mutated sites","Shh","targeted (H11)","e11.5","allelic","","mm10","chr8:56983040-56984959"
"Mouse","mm1689.2","HAND mutated sites","Shh","targeted (H11)","e11.5","allelic","","mm10","chr8:56983040-56984959"
"Mouse","mm169.0","reference","Hsp68","random","e11.5","positive","Heart, Other","mm10","chr7:80445071-80446500"
"Mouse","mm1690.0","reference","Hsp68","random","e11.5","negative","","mm10","chr8:57009633-57011767"
"Mouse","mm1691.0","reference","Hsp68","random","e12.5","positive","Limb, Midbrain, Somite","mm10","chr17:47520785-47523587"
"Mouse","mm1692.0","reference","Hsp68","random","e12.5","positive","Limb, Forebrain, Midbrain, Hindbrain","mm10","chr10:67001918-67005347"
"Mouse","mm1693.0","reference","Hsp68","random","e12.5","positive","Nose, Heart","mm10","chr2:173086647-173088867"
"Mouse","mm1694.0","reference","Hsp68","random","e12.5","positive","Heart","mm10","chr1:155038829-155041732"
"Mouse","mm1695.0","reference","Hsp68","random","e12.5","positive","Heart","mm10","chr2:4252019-4253937"
"Mouse","mm1696.0","reference","Hsp68","random","e12.5","positive","Midbrain","mm10","chr9:23083132-23084710"
"Mouse","mm1697.0","reference","Hsp68","random","e12.5","positive","Facial mesenchyme","mm10","chr9:117191214-117193679"
"Mouse","mm1698.0","reference","Hsp68","random","e12.5","negative","","mm10","chr6:122491022-122492392"
"Mouse","mm1699.0","reference","Hsp68","random","e12.5","positive","Other","mm10","chr12:79943798-79946235"
"Mouse","mm17.0","reference","Hsp68","random","e11.5","positive","Forebrain","mm10","chr15:99807080-99809694"
"Mouse","mm170.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr7:80788938-80790182"
"Mouse","mm1700.0","reference","Hsp68","random","e12.5","negative","","mm10","chr15:81522224-81524281"
"Mouse","mm1701.0","reference","Hsp68","random","e12.5","negative","","mm10","chr9:102423342-102425098"
"Mouse","mm1702.0","reference","Hsp68","random","e12.5","positive","Limb, Forebrain","mm10","chr5:149352159-149354367"
"Mouse","mm1703.0","reference","Hsp68","random","e12.5","negative","","mm10","chr4:97868105-97869916"
"Mouse","mm1704.0","reference","Hsp68","random","e12.5","negative","","mm10","chr7:66965591-66968075"
"Mouse","mm1705.0","reference","Hsp68","random","e12.5","negative","","mm10","chr4:128736655-128738425"
"Mouse","mm1706.0","reference","Hsp68","random","e12.5","negative","","mm10","chr8:107851159-107853215"
"Mouse","mm1707.0","reference","Hsp68","random","e12.5","negative","","mm10","chr8:107489759-107492713"
"Mouse","mm1708.0","reference","Hsp68","random","e12.5","negative","","mm10","chr1:162225285-162226734"
"Mouse","mm1709.0","reference","Hsp68","random","e12.5","negative","","mm10","chr8:122536459-122537850"
"Mouse","mm1710.0","reference","Hsp68","random","e12.5","negative","","mm10","chr9:63609893-63611953"
"Mouse","mm1711.0","reference","Hsp68","random","e12.5","positive","Forebrain, Hindbrain, Neural tube","mm10","chr18:80099932-80102587"
"Mouse","mm1712.0","reference","Hsp68","random","e12.5","negative","","mm10","chr3:87164872-87166189"
"Mouse","mm1713.0","reference","Hsp68","random","e12.5","positive","Heart","mm10","chr6:93172038-93174010"
"Mouse","mm1714.0","reference","Hsp68","random","e12.5","negative","","mm10","chr19:40296912-40299206"
"Mouse","mm1715.0","reference","Hsp68","random","e12.5","negative","","mm10","chr19:5648158-5649637"
"Mouse","mm1716.0","reference","Hsp68","random","e12.5","positive","Heart","mm10","chr15:64233514-64235663"
"Mouse","mm1717.0","reference","Hsp68","random","e12.5","positive","Eye, Heart","mm10","chr2:67627292-67629040"
"Mouse","mm1718.0","reference","Hsp68","random","e12.5","negative","","mm10","chr3:79531054-79532773"
"Mouse","mm1719.0","reference","Hsp68","random","e12.5","positive","Nose","mm10","chr19:3638247-3639522"
"Mouse","mm172.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr8:77987319-77989135"
"Mouse","mm172.1","3bp GATA mutation","Hsp68","random","e11.5","allelic","","mm10","chr8:77987319-77989135"
"Mouse","mm1720.0","reference","Hsp68","random","e12.5","negative","","mm10","chr17:84148207-84149720"
"Mouse","mm1721.0","reference","Hsp68","random","e12.5","negative","","mm10","chr10:98966352-98968421"
"Mouse","mm1722.0","reference","Hsp68","random","e12.5","positive","Forebrain, Midbrain, Hindbrain, Neural tube","mm10","chr6:71989333-71992061"
"Mouse","mm1723.0","reference","Hsp68","random","e12.5","negative","","mm10","chr17:6216037-6217273"
"Mouse","mm1724.0","reference","Hsp68","random","e12.5","positive","Heart","mm10","chr11:52877024-52878503"
"Mouse","mm1725.0","reference","Hsp68","random","e12.5","positive","Cranial nerve, Dorsal root ganglion, Trigeminal V (ganglion, cranial)","mm10","chr5:64876784-64878781"
"Mouse","mm1726.0","reference","Hsp68","random","e12.5","negative","","mm10","chr8:108943063-108945086"
"Mouse","mm1727.0","reference","Hsp68","random","e12.5","negative","","mm10","chr2:166000277-166002034"
"Mouse","mm1728.0","reference","Hsp68","random","e12.5","negative","","mm10","chr15:57727942-57729046"
"Mouse","mm1729.0","reference","Hsp68","random","e12.5","negative","","mm10","chr7:70108401-70109840"
"Mouse","mm173.0","reference","Hsp68","random","e11.5","positive","Midbrain, Other","mm10","chr18:78335786-78336542"
"Mouse","mm1730.0","reference","Hsp68","random","e12.5","positive","Forebrain","mm10","chr4:140102870-140105694"
"Mouse","mm1731.0","reference","Hsp68","random","e12.5","positive","Branchial arch, Facial mesenchyme, Forebrain, Midbrain, Hindbrain, Neural tube","mm10","chr5:112663045-112665135"
"Mouse","mm1732.0","reference","Hsp68","random","e12.5","positive","Forebrain","mm10","chr1:137378153-137379482"
"Mouse","mm1733.0","reference","Hsp68","random","e12.5","positive","Midbrain, Hindbrain","mm10","chr17:32179502-32180908"
"Mouse","mm1734.0","reference","Hsp68","random","e12.5","negative","","mm10","chr4:138462827-138464369"
"Mouse","mm1735.0","reference","Hsp68","random","e12.5","negative","","mm10","chr2:116008645-116010002"
"Mouse","mm1736.0","reference","Hsp68","random","e12.5","positive","Branchial arch, Facial mesenchyme, Nose, Limb, Midbrain","mm10","chr6:94647419-94648994"
"Mouse","mm1737.0","reference","Hsp68","random","e12.5","positive","Forebrain","mm10","chr2:45225128-45226724"
"Mouse","mm1738.0","reference","Hsp68","random","e12.5","positive","Forebrain","mm10","chr14:21358859-21360383"
"Mouse","mm1739.0","reference","Hsp68","random","e12.5","negative","","mm10","chr10:92389223-92390741"
"Mouse","mm174.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr7:125764048-125765353"
"Mouse","mm1740.0","reference","Hsp68","random","e12.5","negative","","mm10","chr18:56014646-56017286"
"Mouse","mm1741.0","reference","Hsp68","random","e12.5","negative","","mm10","chr2:93034856-93036972"
"Mouse","mm1742.0","reference","Hsp68","random","e12.5","negative","","mm10","chr18:13114886-13117591"
"Mouse","mm1743.0","reference","Hsp68","random","e12.5","negative","","mm10","chr6:52254790-52255363"
"Mouse","mm1744.0","reference","Hsp68","random","e12.5","negative","","mm10","chr1:89366207-89367707"
"Mouse","mm1745.0","reference","Hsp68","random","e12.5","positive","Tail","mm10","chr17:66696025-66698282"
"Mouse","mm1746.0","reference","Hsp68","random","e12.5","negative","","mm10","chr10:126985885-126987504"
"Mouse","mm1747.0","reference","Hsp68","random","e12.5","negative","","mm10","chr15:76952657-76953761"
"Mouse","mm1748.0","reference","Hsp68","random","e12.5","negative","","mm10","chr19:3668536-3670765"
"Mouse","mm1749.0","reference","Hsp68","random","e12.5","positive","Blood vessels","mm10","chr8:125083364-125084920"
"Mouse","mm1750.0","reference","Hsp68","random","e12.5","positive","Limb","mm10","chr6:143498602-143500656"
"Mouse","mm1751.0","reference","Hsp68","random","e12.5","positive","Dorsal root ganglion, Trigeminal V (ganglion, cranial)","mm10","chr8:13622329-13626370"
"Mouse","mm1752.0","reference","Hsp68","random","e12.5","negative","","mm10","chr1:61298087-61299206"
"Mouse","mm1753.0","reference","Hsp68","random","e12.5","positive","Facial mesenchyme, Limb","mm10","chr7:19216979-19219018"
"Mouse","mm1754.0","reference","Hsp68","random","e12.5","positive","Limb","mm10","chr9:55448925-55451061"
"Mouse","mm1755.0","reference","Hsp68","random","e12.5","negative","","mm10","chr9:111761739-111763964"
"Mouse","mm1756.0","reference","Hsp68","random","e12.5","positive","Midbrain","mm10","chr19:59053020-59054871"
"Mouse","mm1757.0","reference","Hsp68","random","e14.5","positive","Limb, Ear, Other","mm10","chr1:75029212-75033694"
"Mouse","mm1757.0","reference","Hsp68","random","e17.5","positive","Limb, Other","mm10","chr1:75029212-75033694"
"Mouse","mm1758.0","reference","Hsp68","random","e11.5","negative","","mm10","chr19:9953271-9956533"
"Mouse","mm1759.0","reference","Hsp68","random","e11.5","positive","Heart, Somite","mm10","chr10:80960012-80964575"
"Mouse","mm1760.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Ear, Heart","mm10","chr5:35670025-35675031"
"Mouse","mm1761.0","reference","Hsp68","random","e11.5","negative","","mm10","chr1:97831086-97835851"
"Mouse","mm1762.0","reference","Hsp68","random","e11.5","negative","","mm10","chr6:91486380-91490943"
"Mouse","mm1763.0","reference","Hsp68","random","e11.5","negative","","mm10","chr7:123108007-123112240"
"Mouse","mm1764.0","reference","Hsp68","random","e11.5","negative","","mm10","chr10:24444079-24449163"
"Mouse","mm1765.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Limb, Tail","mm10","chr1:163355653-163360243"
"Mouse","mm1766.0","reference","Hsp68","random","e11.5","positive","Ear","mm10","chr11:113182045-113186184"
"Mouse","mm1767.0","reference","Hsp68","random","e11.5","negative","","mm10","chr3:98919518-98923938"
"Mouse","mm1768.0","reference","Hsp68","random","e11.5","positive","Heart, Other","mm10","chr10:102998857-103002927"
"Mouse","mm1769.0","reference","Hsp68","random","e11.5","negative","","mm10","chr10:103032362-103037236"
"Mouse","mm1770.0","reference","Hsp68","random","e11.5","positive","Facial mesenchyme, Forebrain","mm10","chr10:103112486-103116795"
"Mouse","mm1771.0","reference","Hsp68","random","e11.5","negative","","mm10","chr13:55759288-55763631"
"Mouse","mm1772.0","reference","Hsp68","random","e11.5","positive","Limb","mm10","chr17:85900469-85904529"
"Mouse","mm1773.0","reference","Hsp68","random","e11.5","positive","Midbrain, Hindbrain, Trigeminal V (ganglion, cranial)","mm10","chr1:19290769-19294144"
"Mouse","mm1774.0","reference","Hsp68","random","e11.5","negative","","mm10","chr1:19765590-19769661"
"Mouse","mm1775.0","reference","Hsp68","random","e11.5","positive","Limb","mm10","chr1:57095048-57099601"
"Mouse","mm1776.0","reference","Hsp68","random","e11.5","negative","","mm10","chr12:104474597-104478957"
"Mouse","mm1777.0","reference","Hsp68","random","e11.5","negative","","mm10","chr13:49464447-49469281"
"Mouse","mm1778.0","reference","Hsp68","random","e14.5","positive","Limb","mm10","chr1:75007305-75007819"
"Mouse","mm1779.0","reference","Hsp68","random","e11.5","negative","","mm10","chr1:163360954-163365719"
"Mouse","mm178.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr11:11961860-11962621"
"Mouse","mm1780.0","reference","Hsp68","random","e12.5","negative","","mm10","chr11:78373914-78375457"
"Mouse","mm1781.0","reference","Hsp68","random","e12.5","negative","","mm10","chr11:78376996-78378916"
"Mouse","mm1782.0","reference","Hsp68","random","e12.5","negative","","mm10","chr11:78381616-78383819"
"Mouse","mm1787.0","reference","Hsp68","random","e12.5","positive","Nose, Forebrain, Midbrain, Hindbrain, Cranial nerve, Trigeminal V (ganglion, cranial)","mm10","chr16:22428377-22430701"
"Mouse","mm1788.0","reference","Hsp68","random","e12.5","positive","Nose, Limb, Forebrain, Midbrain, Hindbrain, Neural tube, Eye, Genital tubercle","mm10","chr7:109189231-109192472"
"Mouse","mm1789.0","reference","Hsp68","random","e12.5","positive","Forebrain, Midbrain, Neural tube, Eye","mm10","chr12:53447056-53448505"
"Mouse","mm1790.0","reference","Hsp68","random","e12.5","positive","Neural tube","mm10","chr12:53061113-53063693"
"Mouse","mm1791.0","reference","Hsp68","random","e12.5","negative","","mm10","chr11:45154128-45155044"
"Mouse","mm1792.0","reference","Hsp68","random","e12.5","negative","","mm10","chr19:59646251-59647365"
"Mouse","mm1793.0","reference","Hsp68","random","e12.5","positive","Forebrain, Midbrain","mm10","chr17:47951169-47953139"
"Mouse","mm1794.0","reference","Hsp68","random","e12.5","negative","","mm10","chr6:98146913-98149830"
"Mouse","mm1795.0","reference","Hsp68","random","e12.5","positive","Forebrain, Midbrain","mm10","chr12:25022032-25023219"
"Mouse","mm1796.0","reference","Hsp68","random","e12.5","negative","","mm10","chr12:25033435-25035022"
"Mouse","mm1797.0","reference","Hsp68","random","e12.5","positive","Midbrain","mm10","chr2:38357095-38357733"
"Mouse","mm1798.0","reference","Hsp68","random","e12.5","positive","Midbrain","mm10","chr16:91191551-91192573"
"Mouse","mm1799.0","reference","Hsp68","random","e12.5","negative","","mm10","chr16:91175562-91176523"
"Mouse","mm18.0","reference","Hsp68","random","e11.5","positive","Midbrain, Heart, Liver","mm10","chr18:75501598-75505830"
"Mouse","mm180.0","reference","Hsp68","random","e11.5","positive","Other","mm10","chr13:34827568-34828899"
"Mouse","mm1800.0","reference","Hsp68","random","e12.5","positive","Midbrain, Hindbrain","mm10","chr13:94575123-94577204"
"Mouse","mm1801.0","reference","Hsp68","random","e12.5","positive","Midbrain","mm10","chr14:48417840-48420096"
"Mouse","mm1802.0","reference","Hsp68","random","e12.5","negative","","mm10","chr4:22495976-22496879"
"Mouse","mm1803.0","reference","Hsp68","random","e12.5","negative","","mm10","chr4:22833359-22834224"
"Mouse","mm1804.0","reference","Hsp68","random","e12.5","negative","","mm10","chr4:124465063-124466078"
"Mouse","mm1805.0","reference","Hsp68","random","e12.5","negative","","mm10","chr17:85393530-85394546"
