Pubmed	Chromosome	Start_position	End_position	Enhancer_related_genes	Description	Species	Tissue_class	Experiment_class	Title	SNP_related	SNP_id	Disease	Cell_class	Enhancer_id	Enhancer_experiment	Enhancer_tar_ex_De	Enhancer_type	target_gene_strong_experiment	target_gene_weak_experiment	target_gene_experiment_description	target_gene_other_name	Enhancer_function	Enhancer_function_experiment	En_function_ex_de	TF_name	TF_other_name	Experiment	TF_experiment_de	SNP_position	SNP_experiment	Target_gene
31518916	chr17	42310415	42312415	STAT3	Blockage of EZH2 also suppressed the progression of lung injury and alleviated in_x0002_flammation by decreasing the pulmonary cell apoptosis, reducing inflammatory cells infiltration and cytokines release through inhibition of the STAT3 signaling pathway and recovery of PPARγ activation. I	human,mouse	lung	High+Lowthroughput	Novel pharmacological inhibition of EZH2 attenuates septic shock by altering innate inflammatory responses to sepsis	否	无	Sepsis	pneumocyte	E_02_0218	PCR, Western blot, flow cytometry, immunofluorescence staining	Blockage of EZH2 also suppressed the progression of lung injury and alleviated in_x0002_flammation by decreasing the pulmonary cell apoptosis, reducing inflammatory cells infiltration and cytokines release through inhibition of the STAT3 signaling pathway and recovery of PPARγ activation. I	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	Blockage of EZH2 also suppressed the progression of lung injury and alleviated in_x0002_flammation by decreasing the pulmonary cell apoptosis, reducing inflammatory cells infiltration and cytokines release through inhibition of the STAT3 signaling pathway and recovery of PPARγ activation. I		Blockage of EZH2 also suppressed the progression of lung injury and alleviated in_x0002_flammation by decreasing the pulmonary cell apoptosis, reducing inflammatory cells infiltration and cytokines release through inhibition of the STAT3 signaling pathway and recovery of PPARγ activation. I	Immunohistochemical staining	Blockage of EZH2 also suppressed the progression of lung injury and alleviated in_x0002_flammation by decreasing the pulmonary cell apoptosis, reducing inflammatory cells infiltration and cytokines release through inhibition of the STAT3 signaling pathway and recovery of PPARγ activation. I			PCR,Western blot,Flow cytometry,免疫荧光染色				STAT3
31518916	chr17	78354497	78356497	SOCS3	In addition, EZH2 inhibitor blunted macrophage M1 polarization by SOCS3/STAT1 pathway. Overall, these data suggest that EZH2 could be a potential biomarker predicting clinical outcome and a new target for therapeutic interference in sepsis.	human,mouse	Epithelial tissues	High+Lowthroughput	Novel pharmacological inhibition of EZH2 attenuates septic shock by altering innate inflammatory responses to sepsis	否	无	Sepsis	epithelial cell	E_02_0218	PCR, Western blot, flow cytometry, immunofluorescence staining	In addition, EZH2 inhibitor blunted macrophage M1 polarization by SOCS3/STAT1 pathway. Overall, these data suggest that EZH2 could be a potential biomarker predicting clinical outcome and a new target for therapeutic interference in sepsis.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	In addition, EZH2 inhibitor blunted macrophage M1 polarization by SOCS3/STAT1 pathway. Overall, these data suggest that EZH2 could be a potential biomarker predicting clinical outcome and a new target for therapeutic interference in sepsis.		In addition, EZH2 inhibitor blunted macrophage M1 polarization by SOCS3/STAT1 pathway. Overall, these data suggest that EZH2 could be a potential biomarker predicting clinical outcome and a new target for therapeutic interference in sepsis.	Immunohistochemical staining	In addition, EZH2 inhibitor blunted macrophage M1 polarization by SOCS3/STAT1 pathway. Overall, these data suggest that EZH2 could be a potential biomarker predicting clinical outcome and a new target for therapeutic interference in sepsis.			PCR,Western blot,Flow cytometry,免疫荧光染色				SOCS3
31518916	chr2	190905505	190907505	STAT1	In addition, EZH2 inhibitor blunted macrophage M1 polarization by SOCS3/STAT1 pathway. Overall, these data suggest that EZH2 could be a potential biomarker predicting clinical outcome and a new target for therapeutic interference in sepsis.	human,mouse	Epithelial tissues	High+Lowthroughput	Novel pharmacological inhibition of EZH2 attenuates septic shock by altering innate inflammatory responses to sepsis	否	无	Sepsis	epithelial cell	E_02_0218	PCR, Western blot, flow cytometry, immunofluorescence staining	In addition, EZH2 inhibitor blunted macrophage M1 polarization by SOCS3/STAT1 pathway. Overall, these data suggest that EZH2 could be a potential biomarker predicting clinical outcome and a new target for therapeutic interference in sepsis.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	In addition, EZH2 inhibitor blunted macrophage M1 polarization by SOCS3/STAT1 pathway. Overall, these data suggest that EZH2 could be a potential biomarker predicting clinical outcome and a new target for therapeutic interference in sepsis.		In addition, EZH2 inhibitor blunted macrophage M1 polarization by SOCS3/STAT1 pathway. Overall, these data suggest that EZH2 could be a potential biomarker predicting clinical outcome and a new target for therapeutic interference in sepsis.	Immunohistochemical staining	In addition, EZH2 inhibitor blunted macrophage M1 polarization by SOCS3/STAT1 pathway. Overall, these data suggest that EZH2 could be a potential biomarker predicting clinical outcome and a new target for therapeutic interference in sepsis.			PCR,Western blot,Flow cytometry,免疫荧光染色				STAT1
31517633	chr19	2246854	2248854	AMH	Hormonal disturbances, including increased level of androgens, estradiol, AMH and lower level of progesterone, also are one of etiologies related to PCOS (Patel 2018).	human,mouse	stomach	High+Lowthroughput	Ulmus minor bark hydro-alcoholic extract ameliorates histological parameters and testosterone level in an experimental model of PCOS rats	否	无	Gastric adenocarcinoma, polycystic ovary syndrome	gastric adenocarcinoma cell	E_02_0219	PCR 	Hormonal disturbances, including increased level of androgens, estradiol, AMH and lower level of progesterone, also are one of etiologies related to PCOS (Patel 2018).	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	Hormonal disturbances, including increased level of androgens, estradiol, AMH and lower level of progesterone, also are one of etiologies related to PCOS (Patel 2018).		Hormonal disturbances, including increased level of androgens, estradiol, AMH and lower level of progesterone, also are one of etiologies related to PCOS (Patel 2018).	Immunohistochemical staining	Hormonal disturbances, including increased level of androgens, estradiol, AMH and lower level of progesterone, also are one of etiologies related to PCOS (Patel 2018).			PCR 				AMH
31515577	chr19	4966088	4968088	KDM4B	Depletion of KDM4B or KDM6B favored adipogenic dif_x0002_ferentiation at the expense of osteogenic differentiation.	human,mouse	bone	High+Lowthroughput	Histone demethylase KDM4A regulates adipogenic and osteogenic differentiation via epigenetic regulation of C/EBPα and canonical Wnt signaling	否	无	osteoporosis	Bone marrow stromal cell	E_02_0220	PCR,Western blot 	Depletion of KDM4B or KDM6B favored adipogenic dif_x0002_ferentiation at the expense of osteogenic differentiation.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	Depletion of KDM4B or KDM6B favored adipogenic dif_x0002_ferentiation at the expense of osteogenic differentiation.		Depletion of KDM4B or KDM6B favored adipogenic dif_x0002_ferentiation at the expense of osteogenic differentiation.	Immunohistochemical staining	Depletion of KDM4B or KDM6B favored adipogenic dif_x0002_ferentiation at the expense of osteogenic differentiation.			PCR,Western blot 				KDM4B
31515577	chr17	7831872	7833872	KDM6B	Depletion of KDM4B or KDM6B favored adipogenic dif_x0002_ferentiation at the expense of osteogenic differentiation.	human,mouse	bone	High+Lowthroughput	Histone demethylase KDM4A regulates adipogenic and osteogenic differentiation via epigenetic regulation of C/EBPα and canonical Wnt signaling	否	无	osteoporosis	Bone marrow stromal cell	E_02_0220	PCR,Western blot 	Depletion of KDM4B or KDM6B favored adipogenic dif_x0002_ferentiation at the expense of osteogenic differentiation.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	Depletion of KDM4B or KDM6B favored adipogenic dif_x0002_ferentiation at the expense of osteogenic differentiation.		Depletion of KDM4B or KDM6B favored adipogenic dif_x0002_ferentiation at the expense of osteogenic differentiation.	Immunohistochemical staining	Depletion of KDM4B or KDM6B favored adipogenic dif_x0002_ferentiation at the expense of osteogenic differentiation.			PCR,Western blot 				KDM6B
31515577	chr17	72118259	72120259	SOX9	KDM4B also promotes chondrogenic differentiation of human MSCs due to its recruitment to the chondrogenic gene SOX9 promoter, removing the silencing H3K9me3 marks, and thus activat_x0002_ing the transcription of SOX9 [14].	human,mouse	bone	High+Lowthroughput	Histone demethylase KDM4A regulates adipogenic and osteogenic differentiation via epigenetic regulation of C/EBPα and canonical Wnt signaling	否	无	osteoporosis	ST2 cell	E_02_0220	PCR,Western blot 	KDM4B also promotes chondrogenic differentiation of human MSCs due to its recruitment to the chondrogenic gene SOX9 promoter, removing the silencing H3K9me3 marks, and thus activat_x0002_ing the transcription of SOX9 [14].	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	KDM4B also promotes chondrogenic differentiation of human MSCs due to its recruitment to the chondrogenic gene SOX9 promoter, removing the silencing H3K9me3 marks, and thus activat_x0002_ing the transcription of SOX9 [14].		KDM4B also promotes chondrogenic differentiation of human MSCs due to its recruitment to the chondrogenic gene SOX9 promoter, removing the silencing H3K9me3 marks, and thus activat_x0002_ing the transcription of SOX9 [14].	Immunohistochemical staining	KDM4B also promotes chondrogenic differentiation of human MSCs due to its recruitment to the chondrogenic gene SOX9 promoter, removing the silencing H3K9me3 marks, and thus activat_x0002_ing the transcription of SOX9 [14].			PCR,Western blot 				SOX9
31515496	chr16	67559926	67561926	CTCF	By combining the in situ Hi-C data with active and repressive histone marks, CTCF binding sites, nucleosome-depleted regions, and tran_x0002_scriptome profiling, we identify topologically associating domains (TADs) that change in size and epigenetic states between normal and prostate cancer cells.	human	prostate	High+Lowthroughput	A high-resolution 3D epigenomic map reveals insights into the creation of the prostate cancer transcriptome	是	无	prostatic cancer	prostate cancer cell	E_01_0278	PCR,Flow cytometry	By combining the in situ Hi-C data with active and repressive histone marks, CTCF binding sites, nucleosome-depleted regions, and tran_x0002_scriptome profiling, we identify topologically associating domains (TADs) that change in size and epigenetic states between normal and prostate cancer cells.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq			By combining the in situ Hi-C data with active and repressive histone marks, CTCF binding sites, nucleosome-depleted regions, and tran_x0002_scriptome profiling, we identify topologically associating domains (TADs) that change in size and epigenetic states between normal and prostate cancer cells.	Immunohistochemical staining	By combining the in situ Hi-C data with active and repressive histone marks, CTCF binding sites, nucleosome-depleted regions, and tran_x0002_scriptome profiling, we identify topologically associating domains (TADs) that change in size and epigenetic states between normal and prostate cancer cells.	CTCF		PCR,Flow cytometry	By combining the in situ Hi-C data with active and repressive histone marks, CTCF binding sites, nucleosome-depleted regions, and tran_x0002_scriptome profiling, we identify topologically associating domains (TADs) that change in size and epigenetic states between normal and prostate cancer cells.			
31515496	chr14	37586728	37588728	FOXA1	Moreover, we identify normal and prostate cancer-specific enhancer-promoter loops and involved transcription factors. For example, we show that FOXA1 is enriched in prostate cancer-specific enhancer_x0002_promoter loop anchors.	human	prostate	High+Lowthroughput	A high-resolution 3D epigenomic map reveals insights into the creation of the prostate cancer transcriptome	是	无	prostatic cancer	RWPE1 cell	E_01_0278	PCR,Flow cytometry	Moreover, we identify normal and prostate cancer-specific enhancer-promoter loops and involved transcription factors. For example, we show that FOXA1 is enriched in prostate cancer-specific enhancer_x0002_promoter loop anchors.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq			Moreover, we identify normal and prostate cancer-specific enhancer-promoter loops and involved transcription factors. For example, we show that FOXA1 is enriched in prostate cancer-specific enhancer_x0002_promoter loop anchors.	Immunohistochemical staining	Moreover, we identify normal and prostate cancer-specific enhancer-promoter loops and involved transcription factors. For example, we show that FOXA1 is enriched in prostate cancer-specific enhancer_x0002_promoter loop anchors.	FOXA1		PCR,Flow cytometry	Moreover, we identify normal and prostate cancer-specific enhancer-promoter loops and involved transcription factors. For example, we show that FOXA1 is enriched in prostate cancer-specific enhancer_x0002_promoter loop anchors.			
31515496	chr12	114667426	114669426	TBX3	Examples of genes that belong to this cate_x0002_gory are TBX3 and PRMT6, which are known to be involved in prostate cancers23,24.	human	connective tissue	High+Lowthroughput	A high-resolution 3D epigenomic map reveals insights into the creation of the prostate cancer transcriptome	是	无	prostatic cancer	cancer cell	E_01_0278	PCR,Flow cytometry	Examples of genes that belong to this cate_x0002_gory are TBX3 and PRMT6, which are known to be involved in prostate cancers23,24.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq			Examples of genes that belong to this cate_x0002_gory are TBX3 and PRMT6, which are known to be involved in prostate cancers23,24.	Immunohistochemical staining	Examples of genes that belong to this cate_x0002_gory are TBX3 and PRMT6, which are known to be involved in prostate cancers23,24.	TBX3		PCR,Flow cytometry	Examples of genes that belong to this cate_x0002_gory are TBX3 and PRMT6, which are known to be involved in prostate cancers23,24.			
